//인첸트스크립트_all		//조합코드:index값							아이템참조		7245마야보석1레벨_Drop						조합 비용												
//최종수정자:정동일		//아이템종류:0:무기1:방어구							4201필미스톤		7246마야보석2레벨						1~6 100%가 1:1												
//Version	0.0.0.9	//최소아이템레벨:인첸트가일어나는최소아이템레벨(아이템스크립트LV파라미터값비교)							4202오버미스톤		7247마야보석3레벨						7인챈 이상은 50%가 1:1												
//작성일	오후 4:51 2009-02-13	//최대아이템레벨:인첸트가일어나는최대아이템레벨(아이템스크립트LV파라미터값비교)							4203스트렝스스톤		7248마야보석4레벨_Cash																		
//									4701프로텍션크리스탈		7249마야금속1레벨_Drop																		
//									4702샤이닝크리스탈		7250마야금속2레벨																		
//									4204메가미스톤		7251마야금속3레벨																		
//									4703유니크리스탈		7252마야금속4레벨_Cash					//테스트를 위한 가 데이터										//현재 인챈트 착용 요구치 공식 : INT(인챈트 급수 / ( 3 - (아이템 레벨 / 6 ) ) + 1 )			
//																	"//(100%조합*상수 값)으로 계산하며, 소수점 첫 째 자리에서 반올림한 정수 값으로 출력."									사용여부			
//					  MONEY EnchantFare = (rTargetSlot.GetPriceForBuy()*rTargetSlot.GetItemInfo()->m_LV)												//소수점 3째 자리까지 입력 가능(ex. 0.001)									0. 사용안함			
//																										1. 사용함			
//1.1																													
//추가 버전															816		816						816			816			
//설명	조합코드	아이템종류	아이템레벨	인첸트등급	인첸트재료1	인첸트재료1개수	인첸트재료2	인첸트재료2개수	인첸트재료3	인첸트재료3개수	인첸트재료4	인첸트재료4개수	인첸트재료5	인첸트재료5개수	100%재료	필요하임배율	75%재료	필요하임배율	50%재료	필요하임배율	25%재료	필요하임배율	사용여부	다운확률	다운레벨	사용여부	착용요구치상승폭		
	bCode	bItemType	bItemLV	bEnchant	wMaterial1	wMaterial1Num	wMaterial2	wMaterial2Num	wMaterial3	wMaterial3Num	wMaterial4	wMaterial4Num	wMaterial5	wMaterial5Num	HaimFare1	MaterialFare1	HaimFare2	MaterialFare2	HaimFare3	MaterialFare3	HaimFare4	MaterialFare4	bDownGrade	byDownPer	byDownLV	bLimitRatio	dLimitRatio	FieldEnd	
	330	1	25	10	7283	16	4204	16	4701	32	4702	32	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.3		//+10인첸트할때필요재료
	331	1	25	11	7283	32	4204	32	4701	64	4702	64	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.5		//+11인첸트할때필요재료
	332	1	25	12	7283	64	4204	64	4701	128	4702	128	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.9		//+12인첸트할때필요재료
	333	1	20	1	4204	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+1인첸트할때필요재료
	334	1	20	2	4204	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+2인첸트할때필요재료
	335	1	20	3	4204	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+3인첸트할때필요재료
	336	1	20	4	4204	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+4인첸트할때필요재료
	337	1	20	5	4204	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.67		//+5인첸트할때필요재료
	338	1	20	6	4204	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.75		//+6인첸트할때필요재료
	339	1	20	7	4204	4	4202	4	4701	4	7283	1	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.6		//+7인첸트할때필요재료
	340	1	20	8	4204	8	4202	8	4701	8	7283	1	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.4		//+8인첸트할때필요재료
	341	1	20	9	4204	16	4202	16	4701	16	7283	1	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.2		//+9인첸트할때필요재료
	342	1	20	10	4204	32	4202	32	4701	32	4702	32	7283	1	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.3		//+10인첸트할때필요재료
	343	1	20	11	4204	64	4202	64	4701	64	4702	64	7283	1	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.5		//+11인첸트할때필요재료
	344	1	20	12	4204	128	4202	128	4701	128	4702	128	7283	1	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.9		//+12인첸트할때필요재료
	345	1	26	1	4205	1	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+1인첸트할때필요재료
	346	1	26	2	4205	2	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+2인첸트할때필요재료
	347	1	26	3	4205	3	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+3인첸트할때필요재료
	348	1	26	4	4205	4	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+4인첸트할때필요재료
	349	1	26	5	4205	5	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.67		//+5인첸트할때필요재료
	350	1	26	6	4205	6	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.75		//+6인첸트할때필요재료
	351	1	26	7	4205	7	7283	2	4204	2	4701	4	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.6		//+7인첸트할때필요재료
	352	1	26	8	4205	8	7283	4	4204	4	4701	8	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.4		//+8인첸트할때필요재료
	353	1	26	9	4205	16	7283	8	4204	8	4701	16	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.2		//+9인첸트할때필요재료
	354	1	26	10	4205	32	7283	16	4204	16	4701	32	4702	32	1	1	1	1	1	1	1	1	1	0	1	1	-0.3		//+10인첸트할때필요재료
	355	1	26	11	4205	32	7283	32	4204	32	4701	64	4702	64	1	1	1	1	1	1	1	1	1	0	1	1	-0.5		//+11인첸트할때필요재료
	356	1	26	12	4205	64	7283	64	4204	64	4701	128	4702	128	1	1	1	1	1	1	1	1	1	0	1	1	-0.9		//+12인첸트할때필요재료
	357	1	22	1	4204	2	7283	1	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+1인첸트할때필요재료
	358	1	22	2	4204	2	7283	1	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+2인첸트할때필요재료
	359	1	22	3	4204	2	7283	1	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+3인첸트할때필요재료
	360	1	22	4	4204	2	7283	1	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+4인첸트할때필요재료
	361	1	22	5	4204	2	7283	1	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.67		//+5인첸트할때필요재료
	362	1	22	6	4204	2	7283	1	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.75		//+6인첸트할때필요재료
	363	1	22	7	4204	4	4201	4	4701	4	7283	2	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.6		//+7인첸트할때필요재료
	364	1	22	8	4204	8	4201	8	4701	8	7283	2	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.4		//+8인첸트할때필요재료
	365	1	22	9	4204	16	4201	16	4701	16	7283	2	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.2		//+9인첸트할때필요재료
	366	1	22	10	4204	32	4201	32	4701	32	4702	32	7283	4	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.3		//+10인첸트할때필요재료
	367	1	22	11	4204	64	4201	64	4701	64	4702	64	7283	4	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.5		//+11인첸트할때필요재료
	368	1	22	12	4204	128	4201	128	4701	128	4702	128	7283	4	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.9		//+12인첸트할때필요재료
//캐시 중국전용 그룹_럭키 방어구																													
	369	1	23	1	4204	1	7283	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	370	1	23	2	4204	1	7283	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	371	1	23	3	4204	1	7283	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	372	1	23	4	4204	1	7283	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	373	1	23	5	4204	1	7283	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	374	1	23	6	4204	1	7283	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	375	1	23	7	4204	1	4701	1	7283	1	0	0	0	0	1	1	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	376	1	23	8	4204	2	4701	2	7283	1	0	0	0	0	1	1	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	377	1	23	9	4204	4	4701	4	7283	1	0	0	0	0	1	1	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	378	1	23	10	4204	8	4701	8	4702	8	7283	1	0	0	1	1	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	379	1	23	11	4204	16	4701	16	4702	16	7283	1	0	0	1	1	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	380	1	23	12	4204	32	4701	32	4702	32	7283	1	0	0	1	1	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
//리미티드 아이템 인챈트 그룹_무기																													
	501	0	1	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	502	0	1	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	503	0	1	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	504	0	1	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	505	0	1	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	506	0	1	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	507	0	1	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	508	0	1	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	509	0	1	9	4201	4	4701	1	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	510	0	1	10	4201	8	4701	1	4702	1	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	511	0	1	11	4201	16	4701	2	4702	2	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	512	0	1	12	4201	32	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	513	0	2	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	514	0	2	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	515	0	2	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	516	0	2	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	517	0	2	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	518	0	2	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	519	0	2	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	520	0	2	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	521	0	2	9	4201	4	4701	1	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	522	0	2	10	4201	8	4701	1	4702	1	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	523	0	2	11	4201	16	4701	2	4702	2	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	524	0	2	12	4201	32	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	525	0	3	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	526	0	3	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	527	0	3	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	528	0	3	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	529	0	3	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	530	0	3	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	531	0	3	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	532	0	3	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	533	0	3	9	4201	4	4701	1	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	534	0	3	10	4201	8	4701	1	4702	1	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	535	0	3	11	4201	16	4701	2	4702	2	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	536	0	3	12	4201	32	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	537	0	4	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	538	0	4	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	539	0	4	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	540	0	4	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	541	0	4	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	542	0	4	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	543	0	4	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	544	0	4	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	545	0	4	9	4201	4	4701	1	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	546	0	4	10	4201	8	4701	2	4702	2	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	547	0	4	11	4201	16	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	548	0	4	12	4201	32	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	549	0	5	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	550	0	5	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	551	0	5	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	552	0	5	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	553	0	5	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	554	0	5	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	555	0	5	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	556	0	5	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	557	0	5	9	4201	4	4701	1	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	558	0	5	10	4201	8	4701	2	4702	2	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	559	0	5	11	4201	16	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	560	0	5	12	4201	32	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	561	0	6	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	562	0	6	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	563	0	6	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	564	0	6	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	565	0	6	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	566	0	6	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	567	0	6	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	568	0	6	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	569	0	6	9	4201	4	4701	1	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	570	0	6	10	4201	8	4701	2	4702	2	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	571	0	6	11	4201	16	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	572	0	6	12	4201	32	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	573	0	7	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	574	0	7	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	575	0	7	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	576	0	7	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	577	0	7	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	578	0	7	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	579	0	7	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	580	0	7	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	581	0	7	9	4201	4	4701	2	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	582	0	7	10	4201	8	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	583	0	7	11	4201	16	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	584	0	7	12	4201	32	4701	16	4702	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	585	0	8	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	586	0	8	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	587	0	8	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	588	0	8	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	589	0	8	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	590	0	8	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	591	0	8	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	592	0	8	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	593	0	8	9	4201	4	4701	2	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	594	0	8	10	4201	8	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	595	0	8	11	4201	16	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	596	0	8	12	4201	32	4701	16	4702	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	597	0	9	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	598	0	9	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	599	0	9	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	600	0	9	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	601	0	9	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	602	0	9	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	603	0	9	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	604	0	9	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	605	0	9	9	4201	4	4701	2	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	606	0	9	10	4201	8	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
