//		행	21	155		파라미터						제한값									
//	맵포탈스크립트작성	열	1	16		bMapType	맵타입		0 : 필드			bMin_Level	최소레벨제한	0~255		bMin_Level<유저레벨<bMax_Level 이여야 입장가능					
//	작성자 	김태현							1 : 미션							0 값인 경우 레벨제한 체크하지 않음					
//	수정자	김준호							(헌팅/PvP는 사용불가)			bMax_Level	최대레벨제한	0~255		bMin_Level<유저레벨>bMax_Level 이여야 입장가능					
//	수정날짜	09.2.25														0 값인 경우 레벨제한 체크하지 않음					
//	Version 1.0.0.4					bMoveType	이동타입		0: 포탈이용												
//									1: NPC이용			wMissionCode	미션제한	0~65535		해당 미션코드를 클리어 해야지만 맵에 진입가능					
//									2: 웨이포인트							0 값인 경우 미션제한 체크하지 않음					
//												wQuestCode	퀘스트제한	0~65535		해당 퀘스트코드를 클리어해야지만 맵에 진입가능					
//						sAreaFromID	이동되는 영역ID		Field.txt 참조							0 값인 경우 퀘스트제한 체크하지 않음					
//						sPortalID	현재필드의포탈오브젝트ID		텍스트값												
//						wFieldTo	오브젝트클릭시이동할필드		Field.txt 참조			사용료									
//						sAreaToID	이동될 영역ID					dHeim	맵진입시통행료	0~Max		맵 이동시 금액 만큼 소비					
//																0 인 경우 하임 소비 하지 않음					
//						wWorldFrom	현재필드를 참조할 월드.txt 의 코드값 참조					dWaste_Item	맵진입시아이템소비	0~65535		맵 이동시 해당 코드의 아이템 소비					
//						wWorldTo	넘어갈필드를 참조할 월드.txt 의 코드값 참조									0 인 경우 아이템 소비 하지 않음					
//	1																				
//										제한값							사용료				
//	인덱스	맵타입	이동타입	월드코드	현재필드	필드의영역ID	이동필드월드참조	넘어가는필드	넘어가는필드의영역ID	최소레벨제한	최대레벨제한	미션제한	퀘스트제한	아이템제한	보유개수	아이템소비여부	통행료				
	wIndex	bMapType	bMoveType	wWorldFrom	wFieldFrom	sAreaFromID	wWorldTo	wFieldTo	sAreaToID	bMin_Level	bMax_Level	wMissionCode	wQuestCode	wItemCode	bItemNum	dWaste_Item	dHeim	FieldEnd			
	1504	0	2	56021	56021	NULL	10004	10004	WP01	100	135	0	0	0	0	0	11000		//	브론즈문시티	오크라
	1505	0	2	56021	56021	NULL	20004	20004	WP01	1	135	0	0	0	0	0	44000		//	브론즈문시티	자피르호수
	1506	0	2	56021	56021	NULL	20005	20005	WP01	15	135	0	0	0	0	0	43000		//	브론즈문시티	연금술사의길
	1507	0	2	56021	56021	NULL	20104	20104	WP01	25	135	0	0	0	0	0	42000		//	브론즈문시티	미완의기념관
	1508	0	2	56021	56021	NULL	20105	20105	WP01	30	135	0	0	0	0	0	41000		//	브론즈문시티	미로의지하수로
	1509	0	2	56021	56021	NULL	20204	20204	WP01	45	135	0	0	0	0	0	36000		//	브론즈문시티	요새의성역
	1510	0	2	56021	56021	NULL	20205	20205	WP01	50	135	0	0	0	0	0	31000		//	브론즈문시티	페허의탑
	1511	0	2	56021	56021	NULL	54061	54061	WP01	55	135	0	0	0	0	0	26000		//	브론즈문시티	고룡의무덤
	1512	0	2	56021	56021	NULL	54081	54081	WP01	60	135	0	0	0	0	0	21000		//	브론즈문시티	피의분화구
	1513	0	2	56021	56021	NULL	54041	54041	WP01	65	135	0	0	0	0	0	16000		//	브론즈문시티	카르완의분화구
	1514	0	2	56021	56021	NULL	55061	55061	WP01	75	135	0	0	0	0	0	11000		//	브론즈문시티	고통의묘지
	1515	0	2	56021	56021	NULL	55081	55081	WP01	90	135	0	0	0	0	0	6000		//	브론즈문시티	사라진혼령의감옥
	1516	0	2	56021	56021	NULL	56081	56081	WP01	110	135	0	0	0	0	0	11000		//	브론즈문시티	헬론의성중층
	1601	0	2	56081	56081	NULL	10001	10001	WP01	20	135	0	0	0	0	0	53000		//	헬론의성중층	트링겔
	1602	0	2	56081	56081	NULL	10002	10002	WP01	1	135	0	0	0	0	0	55000		//	헬론의성중층	벨트헨
	1603	0	2	56081	56081	NULL	10003	10003	WP01	35	135	0	0	0	0	0	50000		//	헬론의성중층	에텔레인
	1604	0	2	56081	56081	NULL	10004	10004	WP01	75	135	0	0	0	0	0	21000		//	헬론의성중층	오크라
	1605	0	2	56081	56081	NULL	20004	20004	WP01	1	135	0	0	0	0	0	54000		//	헬론의성중층	자피르호수
	1606	0	2	56081	56081	NULL	20005	20005	WP01	15	135	0	0	0	0	0	53000		//	헬론의성중층	연금술사의길
	1607	0	2	56081	56081	NULL	20104	20104	WP01	25	135	0	0	0	0	0	52000		//	헬론의성중층	미완의기념관
	1608	0	2	56081	56081	NULL	20105	20105	WP01	30	135	0	0	0	0	0	51000		//	헬론의성중층	미로의지하수로
	1609	0	2	56081	56081	NULL	20204	20204	WP01	45	135	0	0	0	0	0	46000		//	헬론의성중층	요새의성역
	1610	0	2	56081	56081	NULL	20205	20205	WP01	50	135	0	0	0	0	0	41000		//	헬론의성중층	페허의탑
	1611	0	2	56081	56081	NULL	54061	54061	WP01	55	135	0	0	0	0	0	36000		//	헬론의성중층	고룡의무덤
	1612	0	2	56081	56081	NULL	54081	54081	WP01	60	135	0	0	0	0	0	31000		//	헬론의성중층	피의분화구
	1613	0	2	56081	56081	NULL	54041	54041	WP01	65	135	0	0	0	0	0	26000		//	헬론의성중층	카르완의분화구
	1614	0	2	56081	56081	NULL	55061	55061	WP01	100	135	0	0	0	0	0	21000		//	헬론의성중층	고통의묘지
	1615	0	2	56081	56081	NULL	55081	55081	WP01	100	135	0	0	0	0	0	16000		//	헬론의성중층	사라진혼령의감옥
	1616	0	2	56081	56081	NULL	56021	56021	WP01	100	135	0	0	0	0	0	11000		//	헬론의성중층	브론즈문시티
//	칼버스																		//		
//	50101	0	0	20005	20005	OUT5	60000	60000	ENT5	0	0	0	0	0	0	0	0		//	연금술사의길	칼버스맵로비
//	50001	0	0	60001	60001	OUT1	60002	60002	ENT1	20	40	0	0	0	0	0	0		//	칼버스1_1	칼버스1_2
//	50002	0	0	60002	60002	OUT1	60003	60003	ENT1	20	40	0	0	0	0	0	0		//	칼버스1_2	칼버스1_3
//	50003	0	0	60003	60003	OUT1	60004	60004	ENT1	20	40	0	0	0	0	0	0		//	칼버스1_3	칼버스1_4_보스
//	50004	0	0	60005	60005	OUT1	60006	60006	ENT1	40	60	0	0	0	0	0	0		//	칼버스2_1	칼버스_2_2
//	50005	0	0	60006	60006	OUT1	60007	60007	ENT1	40	60	0	0	0	0	0	0		//	칼버스2_2	칼버스_2_3
//	50006	0	0	60007	60007	OUT1	60008	60008	ENT1	40	60	0	0	0	0	0	0		//	칼버스2_3	칼버스_2_4_보스
//	50007	0	0	60008	60008	OUT1	60009	60009	ENT1	40	60	0	0	0	0	0	0		//	칼버스2_4_보스	칼버스_2_5
//	50008	0	0	60009	60009	OUT1	60010	60010	ENT1	40	60	0	0	0	0	0	0		//	칼버스2_5	칼버스_2_6
//	50009	0	0	60010	60010	OUT1	60011	60011	ENT1	40	60	0	0	0	0	0	0		//	칼버스2_6	칼버스_2_7
//	50010	0	0	60011	60011	OUT1	60012	60012	ENT1	40	60	0	0	0	0	0	0		//	칼버스2_7	칼버스_2_8_보스
//	50011	0	0	60013	60013	OUT1	60014	60014	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_1	칼버스3_2
//	50012	0	0	60014	60014	OUT1	60015	60015	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_2	칼버스3_3
//	50013	0	0	60015	60015	OUT1	60016	60016	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_3	칼버스3_4_보스
//	50014	0	0	60016	60016	OUT1	60017	60017	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_4_보스	칼버스3_5
//	50015	0	0	60017	60017	OUT1	60018	60018	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_5	칼버스3_6
//	50016	0	0	60018	60018	OUT1	60019	60019	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_6	칼버스3_7
//	50017	0	0	60019	60019	OUT1	60020	60020	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_7	칼버스3_8_보스
//	50018	0	0	60020	60020	OUT1	60021	60021	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_8_보스	칼버스3_9
//	50019	0	0	60021	60021	OUT1	60022	60022	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_9	칼버스3_10
//	50020	0	0	60022	60022	OUT1	60023	60023	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_10	칼버스3_11
//	50021	0	0	60023	60023	OUT1	60024	60024	ENT1	60	80	0	0	0	0	0	0		//	칼버스3_11	칼버스3_12_보스
//	50022	0	0	60025	60025	OUT1	60026	60026	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_1	칼버스4_2
//	50023	0	0	60026	60026	OUT1	60027	60027	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_2	칼버스4_3
//	50024	0	0	60027	60027	OUT1	60028	60028	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_3	칼버스4_4_보스
//	50025	0	0	60028	60028	OUT1	60029	60029	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_4_보스	칼버스4_5
//	50026	0	0	60029	60029	OUT1	60030	60030	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_5	칼버스4_6
//	50027	0	0	60030	60030	OUT1	60031	60031	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_6	칼버스4_7
//	50028	0	0	60031	60031	OUT1	60032	60032	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_7	칼버스4_8_보스
//	50029	0	0	60032	60032	OUT1	60033	60033	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_8_보스	칼버스4_9
//	50030	0	0	60033	60033	OUT1	60034	60034	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_9	칼버스4_10
//	50031	0	0	60034	60034	OUT1	60035	60035	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_10	칼버스4_11
//	50032	0	0	60035	60035	OUT1	60036	60036	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_11	칼버스4_12_보스
//	50033	0	0	60036	60036	OUT1	60037	60037	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_12_보스	칼버스4_13
//	50034	0	0	60037	60037	OUT1	60038	60038	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_13	칼버스4_14
//	50035	0	0	60038	60038	OUT1	60039	60039	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_14	칼버스4_15
//	50036	0	0	60039	60039	OUT1	60040	60040	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_15	칼버스4_16_보스
//	50037	0	0	60040	60040	OUT1	60041	60041	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_16_보스	칼버스4_17
//	50038	0	0	60041	60041	OUT1	60042	60042	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_17	칼버스4_18
//	50039	0	0	60042	60042	OUT1	60043	60043	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_18	칼버스4_19
//	50040	0	0	60043	60043	OUT1	60044	60044	ENT1	80	100	0	0	0	0	0	0		//	칼버스4_19	칼버스4_20_보스
//	지역점령전																				
	20001	0	1	64001	64001	NULL	20001	20001	DP01	0	0	0	0	0	0	0	0		//		
	20002	0	1	64002	64002	NULL	20002	20002	DP01	0	0	0	0	0	0	0	0		//		
	20003	0	1	64003	64003	NULL	20003	20003	DP01	0	0	0	0	0	0	0	0		//		
	20004	0	1	64004	64004	NULL	20004	20004	DP01	0	0	0	0	0	0	0	0		//		
	20005	0	1	64005	64005	NULL	20005	20005	DP01	0	0	0	0	0	0	0	0		//		
	20006	0	1	64101	64101	NULL	20101	20101	DP01	0	0	0	0	0	0	0	0		//		
	20007	0	1	64102	64102	NULL	20102	20102	DP01	0	0	0	0	0	0	0	0		//		
	20008	0	1	64103	64103	NULL	20103	20103	DP01	0	0	0	0	0	0	0	0		//		
	20009	0	1	64104	64104	NULL	20104	20104	DP01	0	0	0	0	0	0	0	0		//		
	20010	0	1	64105	64105	NULL	20105	20105	DP01	0	0	0	0	0	0	0	0		//		
	20011	0	1	64106	64106	NULL	20106	20106	DP01	0	0	0	0	0	0	0	0		//		
	20012	0	1	64201	64201	NULL	20201	20201	DP01	0	0	0	0	0	0	0	0		//		
	20013	0	1	64202	64202	NULL	20202	20202	DP01	0	0	0	0	0	0	0	0		//		
	20014	0	1	64203	64203	NULL	20203	20203	DP01	0	0	0	0	0	0	0	0		//		
	20015	0	1	64204	64204	NULL	20204	20204	DP01	0	0	0	0	0	0	0	0		//		
	20016	0	1	64205	64205	NULL	20205	20205	DP01	0	0	0	0	0	0	0	0		//		
	20017	0	1	64301	64301	NULL	54001	54001	DP01	0	0	0	0	0	0	0	0		//		
	20018	0	1	64302	64302	NULL	54021	54021	DP01	0	0	0	0	0	0	0	0		//		
	20019	0	1	64303	64303	NULL	54041	54041	DP01	0	0	0	0	0	0	0	0		//		
	20020	0	1	64304	64304	NULL	54061	54061	DP01	0	0	0	0	0	0	0	0		//		
	20021	0	1	64305	64305	NULL	54081	54081	DP01	0	0	0	0	0	0	0	0		//		
	20022	0	1	64401	64401	NULL	55061	55061	DP01	0	0	0	0	0	0	0	0		//		
	20023	0	1	64402	64402	NULL	55001	55001	DP01	0	0	0	0	0	0	0	0		//		
	20024	0	1	64403	64403	NULL	55021	55021	DP01	0	0	0	0	0	0	0	0		//		
	20025	0	1	64404	64404	NULL	55041	55041	DP01	0	0	0	0	0	0	0	0		//		
	20026	0	1	64405	64405	NULL	55101	55101	DP01	0	0	0	0	0	0	0	0		//		
	20027	0	1	64406	64406	NULL	55081	55081	DP01	0	0	0	0	0	0	0	0		//		
	20028	0	1	64407	64407	NULL	55121	55121	DP01	0	0	0	0	0	0	0	0		//		
	20029	0	1	64501	64501	NULL	56001	56001	DP01	0	0	0	0	0	0	0	0		//		
	20030	0	1	64502	64502	NULL	56021	56021	DP01	0	0	0	0	0	0	0	0		//		
	20031	0	1	64503	64503	NULL	56041	56041	DP01	0	0	0	0	0	0	0	0		//		
	20032	0	1	64504	64504	NULL	56061	56061	DP01	0	0	0	0	0	0	0	0		//		
	20033	0	1	64505	64505	NULL	56081	56081	DP01	0	0	0	0	0	0	0	0		//		
	20034	0	1	64506	64506	NULL	56101	56101	DP01	0	0	0	0	0	0	0	0		//		
	20035	0	1	20001	20001	NULL	64001	64001	NULL	0	0	0	0	0	0	0	0		//		
	20036	0	1	20002	20002	NULL	64002	64002	NULL	0	0	0	0	0	0	0	0		//		
	20037	0	1	20003	20003	NULL	64003	64003	NULL	0	0	0	0	0	0	0	0		//		
	20038	0	1	20004	20004	NULL	64004	64004	NULL	0	0	0	0	0	0	0	0		//		
	20039	0	1	20005	20005	NULL	64005	64005	NULL	0	0	0	0	0	0	0	0		//		
	20040	0	1	20101	20101	NULL	64101	64101	NULL	0	0	0	0	0	0	0	0		//		
	20041	0	1	20102	20102	NULL	64102	64102	NULL	0	0	0	0	0	0	0	0		//		
	20042	0	1	20103	20103	NULL	64103	64103	NULL	0	0	0	0	0	0	0	0		//		
	20043	0	1	20104	20104	NULL	64104	64104	NULL	0	0	0	0	0	0	0	0		//		
	20044	0	1	20105	20105	NULL	64105	64105	NULL	0	0	0	0	0	0	0	0		//		
	20045	0	1	20106	20106	NULL	64106	64106	NULL	0	0	0	0	0	0	0	0		//		
	20046	0	1	20201	20201	NULL	64201	64201	NULL	0	0	0	0	0	0	0	0		//		
	20047	0	1	20202	20202	NULL	64202	64202	NULL	0	0	0	0	0	0	0	0		//		
	20048	0	1	20203	20203	NULL	64203	64203	NULL	0	0	0	0	0	0	0	0		//		
	20049	0	1	20204	20204	NULL	64204	64204	NULL	0	0	0	0	0	0	0	0		//		
	20050	0	1	20205	20205	NULL	64205	64205	NULL	0	0	0	0	0	0	0	0		//		
	20051	0	1	54001	54001	NULL	64301	64301	NULL	0	0	0	0	0	0	0	0		//		
	20052	0	1	54021	54021	NULL	64302	64302	NULL	0	0	0	0	0	0	0	0		//		
	20053	0	1	54041	54041	NULL	64303	64303	NULL	0	0	0	0	0	0	0	0		//		
	20054	0	1	54061	54061	NULL	64304	64304	NULL	0	0	0	0	0	0	0	0		//		
	20055	0	1	54081	54081	NULL	64305	64305	NULL	0	0	0	0	0	0	0	0		//		
	20056	0	1	55061	55061	NULL	64401	64401	NULL	0	0	0	0	0	0	0	0		//		
	20057	0	1	55001	55001	NULL	64402	64402	NULL	0	0	0	0	0	0	0	0		//		
	20058	0	1	55021	55021	NULL	64403	64403	NULL	0	0	0	0	0	0	0	0		//		
	20059	0	1	55041	55041	NULL	64404	64404	NULL	0	0	0	0	0	0	0	0		//		
	20060	0	1	55101	55101	NULL	64405	64405	NULL	0	0	0	0	0	0	0	0		//		
	20061	0	1	55081	55081	NULL	64406	64406	NULL	0	0	0	0	0	0	0	0		//		
	20062	0	1	55121	55121	NULL	64407	64407	NULL	0	0	0	0	0	0	0	0		//		
	20063	0	1	56001	56001	NULL	64501	64501	NULL	0	0	0	0	0	0	0	0		//		
	20064	0	1	56021	56021	NULL	64502	64502	NULL	0	0	0	0	0	0	0	0		//		
	20065	0	1	56041	56041	NULL	64503	64503	NULL	0	0	0	0	0	0	0	0		//		
	20066	0	1	56061	56061	NULL	64504	64504	NULL	0	0	0	0	0	0	0	0		//		
	20067	0	1	56081	56081	NULL	64505	64505	NULL	0	0	0	0	0	0	0	0		//		
	20068	0	1	56101	56101	NULL	64506	64506	NULL	0	0	0	0	0	0	0	0		//		
