//최종수정자:김태현		행	13	1120					//	헌팅은몬스터타입1			///5분확률:0.025																																																																																																																																																																																																																																																		
//	최초작성일2005년4월42일	열	1	28					//	필드는몬스터타입2			//리젠타임		12000																																																																																																																																																																																																																																																
//	최종수정일:	2009-05-28																																																																																																																																																																																																																																																													
//Version	0.0.0.1																																																																																																																																																																																																																																																														
//		필드시작/끝	710	4220																																																																																																																																																																																																																																																											
//																																																																																																																																																																																																																																																															
//																																																																																																																																																																																																																																																															
//	//몬스터스프레딩스크립트																																																																																																																																																																																																																																																														
//					//좌표계번호가9900인경우해당맵에서랜덤하게등장하는몬스터이다.																			*파라미터추가!!!!!여기부터~																																																																																																																																																																																																																																							
//	//번호	필드의설명	맵번호	세부맵번호	좌표계번호	배치몬스터타입	리젠우선순위	영역속성	리젠타임	리젠확률	그룹ID1	그룹ID2	그룹ID3	몬스터1코드	몬스터당최대	몬스터2코드	몬스터당최대	몬스터3코드	몬스터당최대	몬스터4코드	몬스터당최대	몬스터5코드	몬스터당최대	몬스터6코드	몬스터당최대	몬스터7코드	몬스터당최대																																																																																																																																																																																																																																				
	Num	Desc	Mapcode	FieldIndex	LocationID	MonType	bAllRegen	byMoveAttitude	dRegenTime	fRegenRate	GroupID1	GroupID2	GroupID3	MonCode1	MaxRegenLimit1	MonCode2	MaxRegenLimit2	MonCode3	MaxRegenLimit3	MonCode4	MaxRegenLimit4	MonCode5	MaxRegenLimit5	MonCode6	MaxRegenLimit6	MonCode7	MaxRegenLimit7	FieldEnd																																																																																																																																																																																																																																			
//	10548 	연금술사의길	20005	20005	3068	2	0	2	300000	1	0	0	0	1160	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10549 	연금술사의길	20005	20005	3069	2	0	2	300000	1	0	0	0	1160	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10550 	연금술사의길	20005	20005	3070	2	0	2	300000	1	0	0	0	1160	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10551 	연금술사의길	20005	20005	3071	2	0	2	300000	1	0	0	0	1160	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10552 	연금술사의길	20005	20005	3072	2	0	2	300000	1	0	0	0	1160	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10553 																																																																																																																																																																																																																																																														
//	10554 	연금술사의길	20005	20005	3081	2	0	2	600000	1	0	0	0	1172	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10555 	연금술사의길	20005	20005	3082	2	0	2	500000	1	0	0	0	1171	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10556 	연금술사의길	20005	20005	3083	2	0	2	500000	1	0	0	0	1171	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10557 	연금술사의길	20005	20005	3084	2	0	2	300000	1	0	0	0	1170	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10558 	연금술사의길	20005	20005	3085	2	0	2	300000	1	0	0	0	1170	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10559 	연금술사의길	20005	20005	3086	2	0	2	300000	1	0	0	0	1170	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10560 	연금술사의길	20005	20005	3087	2	0	2	300000	1	0	0	0	1169	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10561 	연금술사의길	20005	20005	3088	2	0	2	300000	1	0	0	0	1169	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10562 	연금술사의길	20005	20005	3089	2	0	2	300000	1	0	0	0	1169	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10563 	연금술사의길	20005	20005	3090	2	0	2	300000	1	0	0	0	1169	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10566 																																																																																																																																																																																																																																																														
//	10567 	연금술사의길	20005	20005	3101	2	0	2	600000	1	0	0	0	1167	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10568 	연금술사의길	20005	20005	3102	2	0	2	500000	1	0	0	0	1166	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10569 	연금술사의길	20005	20005	3103	2	0	2	500000	1	0	0	0	1166	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10570 																																																																																																																																																																																																																																																														
//	10571 	연금술사의길	20005	20005	3121	2	0	2	600000	1	0	0	0	1168	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10572 	연금술사의길	20005	20005	3122	2	0	2	500000	1	0	0	0	1166	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10573 	연금술사의길	20005	20005	3123	2	0	2	500000	1	0	0	0	1166	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10574 	연금술사의길	20005	20005	3124	2	0	2	300000	1	0	0	0	1165	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10575 	연금술사의길	20005	20005	3125	2	0	2	300000	1	0	0	0	1165	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10576 	연금술사의길	20005	20005	3126	2	0	2	300000	1	0	0	0	1165	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10577 	연금술사의길	20005	20005	3127	2	0	2	300000	1	0	0	0	1164	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10578 	연금술사의길	20005	20005	3128	2	0	2	300000	1	0	0	0	1164	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10579 	연금술사의길	20005	20005	3129	2	0	2	300000	1	0	0	0	1164	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10580 	연금술사의길	20005	20005	3130	2	0	2	300000	1	0	0	0	1164	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10581 	연금술사의길	20005	20005	3131	2	0	2	300000	1	0	0	0	1164	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10582 	연금술사의길	20005	20005	3132	2	0	2	300000	1	0	0	0	1164	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10583 	연금술사의길	20005	20005	8888	2	0	2	2400000	1	0	0	0	2001	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10584 	필드레이드(야수의주인)	20005	20005	5101	2	0	2	5400000	1	0	0	0	2141	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10585 	필드레이드(켈베로스)	20005	20005	5102	2	0	2	4200000	1	0	0	0	2142	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10586 	필드레이드(켈베로스)	20005	20005	5103	2	0	2	4200000	1	0	0	0	2142	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10587 	연금술사의길(AC슬라임)	20005	20005	7777	2	0	2	7200000	1	0	0	0	2004	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10588 	연금술사의길(AC킹슬라임)	20005	20005	6666	2	0	2	7200000	1	0	0	0	2005	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10589 	필드보스몬스터	20005	20005	5001	2	0	2	7200000	1	0	0	0	2101	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10590 	필드보스몬스터	20005	20005	5002 	2	0	2	6000000	1	0	0	0	2102 	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10591 	필드보스몬스터	20005	20005	5003 	2	0	2	6000000	1	0	0	0	2103 	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10592 	야수동굴시작																																																																																																																																																																																																																																																													
//	10593 	정지형																																																																																																																																																																																																																																																													
//	10594 	야수동굴	20003	20003	4001	1	0	2	180000	1	0	0	0	7050	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10595 	야수동굴	20003	20003	4002	1	0	2	180000	1	0	0	0	45	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10596 	야수동굴	20003	20003	4003	1	0	2	180000	1	0	0	0	45	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10597 	캠프1						2			0	0	0		1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																								
//	10598 	야수동굴	20003	20003	3001	1	0	2	180000	1	0	0	0	1203	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10599 	야수동굴	20003	20003	3002	1	0	2	180000	1	0	0	0	1202	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10600 	야수동굴	20003	20003	3003	1	0	2	180000	1	0	0	0	1202	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10601 	야수동굴	20003	20003	3004	1	0	2	180000	1	0	0	0	1201	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10602 	야수동굴	20003	20003	3005	1	0	2	180000	1	0	0	0	1201	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10603 	야수동굴	20003	20003	3006	1	0	2	180000	1	0	0	0	1201	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10604 	캠프2						2			0	0	0		1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																								
//	10605 	야수동굴	20003	20003	3021	1	0	2	180000	1	0	0	0	1206	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10606 	야수동굴	20003	20003	3022	1	0	2	180000	1	0	0	0	1205	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10607 	야수동굴	20003	20003	3023	1	0	2	180000	1	0	0	0	1205	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10608 	야수동굴	20003	20003	3024	1	0	2	180000	1	0	0	0	1204	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10609 	야수동굴	20003	20003	3025	1	0	2	180000	1	0	0	0	1204	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10610 	야수동굴	20003	20003	3026	1	0	2	180000	1	0	0	0	1204	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10611 	야수동굴(AC슬라임)	20003	20003	7777	2	0	2	7200000	1	0	0	0	2004	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10612 	지하수로시작																																																																																																																																																																																																																																																													
//	10613 	정지형																																																																																																																																																																																																																																																													
//	10614 	미완의기념관	20104	20104	4001	2	0	2	240000	1	0	0	0	7077	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10615 	미완의기념관	20104	20104	4002	2	0	2	180000	1	0	0	0	77	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10616 	미완의기념관	20104	20104	4003	2	0	2	180000	1	0	0	0	77	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10617 	미완의기념관	20104	20104	4021	2	0	2	240000	1	0	0	0	7082	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10618 	미완의기념관	20104	20104	4022	2	0	2	180000	1	0	0	0	82	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10619 	미완의기념관	20104	20104	4023	2	0	2	180000	1	0	0	0	82	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10620 	캠프1																																																																																																																																																																																																																																																													
//	10621 	미완의기념관	20104	20104	3001	2	0	2	600000	1	0	0	0	1254	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10622 	미완의기념관	20104	20104	3002	2	0	2	500000	1	0	0	0	1253	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10623 	미완의기념관	20104	20104	3003	2	0	2	500000	1	0	0	0	1253	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10624 	미완의기념관	20104	20104	3004	2	0	2	300000	1	0	0	0	1252	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10625 	미완의기념관	20104	20104	3005	2	0	2	300000	1	0	0	0	1252	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10626 	미완의기념관	20104	20104	3006	2	0	2	300000	1	0	0	0	1252	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10627 	미완의기념관	20104	20104	3021	2	0	2	500000	1	0	0	0	1253	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10628 	미완의기념관	20104	20104	3022	2	0	2	400000	1	0	0	0	1252	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10629 	미완의기념관	20104	20104	3023	2	0	2	400000	1	0	0	0	1252	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10630 	미완의기념관	20104	20104	3024	2	0	2	200000	1	0	0	0	1251	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10631 	미완의기념관	20104	20104	3025	2	0	2	200000	1	0	0	0	1251	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10632 	미완의기념관	20104	20104	3026	2	0	2	200000	1	0	0	0	1251	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10633 	캠프2																																																																																																																																																																																																																																																													
//	10634 	미완의기념관	20104	20104	3041	2	0	2	600000	1	0	0	0	1258	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10635 	미완의기념관	20104	20104	3042	2	0	2	500000	1	0	0	0	1257	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10636 	미완의기념관	20104	20104	3043	2	0	2	500000	1	0	0	0	1257	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10637 	미완의기념관	20104	20104	3044	2	0	2	300000	1	0	0	0	1256	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10638 	미완의기념관	20104	20104	3045	2	0	2	300000	1	0	0	0	1256	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10639 	미완의기념관	20104	20104	3046	2	0	2	300000	1	0	0	0	1256	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10640 	미완의기념관	20104	20104	3047	2	0	2	300000	1	0	0	0	1255	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10641 	미완의기념관	20104	20104	3048	2	0	2	300000	1	0	0	0	1255	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10642 	미완의기념관	20104	20104	3049	2	0	2	300000	1	0	0	0	1255	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10643 	미완의기념관	20104	20104	3050	2	0	2	300000	1	0	0	0	1255	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10644 	미완의기념관	20104	20104	3051	2	0	2	300000	1	0	0	0	1255	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10645 	미완의기념관	20104	20104	3052	2	0	2	300000	1	0	0	0	1255	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10646 	캠프3																																																																																																																																																																																																																																																													
//	10647 	미완의기념관	20104	20104	3061	2	0	2	600000	1	0	0	0	1263	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10648 	미완의기념관	20104	20104	3062	2	0	2	500000	1	0	0	0	1261	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10649 	미완의기념관	20104	20104	3063	2	0	2	500000	1	0	0	0	1261	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10650 	미완의기념관	20104	20104	3064	2	0	2	300000	1	0	0	0	1260	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10651 	미완의기념관	20104	20104	3065	2	0	2	300000	1	0	0	0	1260	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10652 	미완의기념관	20104	20104	3066	2	0	2	300000	1	0	0	0	1260	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10653 	미완의기념관	20104	20104	3081	2	0	2	500000	1	0	0	0	1262	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10654 	미완의기념관	20104	20104	3082	2	0	2	400000	1	0	0	0	1260	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10655 	미완의기념관	20104	20104	3083	2	0	2	400000	1	0	0	0	1260	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10656 	미완의기념관	20104	20104	3084	2	0	2	200000	1	0	0	0	1259	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10657 	미완의기념관	20104	20104	3085	2	0	2	200000	1	0	0	0	1259	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10658 	미완의기념관	20104	20104	3086	2	0	2	200000	1	0	0	0	1259	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10659 	캠프4																																																																																																																																																																																																																																																													
//	10660 	미완의기념관	20104	20104	3101	2	0	2	600000	1	0	0	0	1267	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10661 	미완의기념관	20104	20104	3102	2	0	2	500000	1	0	0	0	1266	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10662 	미완의기념관	20104	20104	3103	2	0	2	500000	1	0	0	0	1266	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10663 	미완의기념관	20104	20104	3104	2	0	2	300000	1	0	0	0	1265	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10664 	미완의기념관	20104	20104	3105	2	0	2	300000	1	0	0	0	1265	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10665 	미완의기념관	20104	20104	3106	2	0	2	300000	1	0	0	0	1265	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10666 	미완의기념관	20104	20104	3121	2	0	2	500000	1	0	0	0	1266	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10667 	미완의기념관	20104	20104	3122	2	0	2	400000	1	0	0	0	1265	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10668 	미완의기념관	20104	20104	3123	2	0	2	400000	1	0	0	0	1265	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10669 	미완의기념관	20104	20104	3124	2	0	2	200000	1	0	0	0	1264	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10670 	미완의기념관	20104	20104	3125	2	0	2	200000	1	0	0	0	1264	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10671 	미완의기념관	20104	20104	3126	2	0	2	200000	1	0	0	0	1264	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10672 	캠프5																																																																																																																																																																																																																																																													
//	10673 	미완의기념관	20104	20104	3141	2	0	2	600000	1	0	0	0	1272	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10674 	미완의기념관	20104	20104	3142	2	0	2	500000	1	0	0	0	1270	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10675 	미완의기념관	20104	20104	3143	2	0	2	500000	1	0	0	0	1270	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10679 	미완의기념관	20104	20104	3161	2	0	2	500000	1	0	0	0	1271	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10680 	미완의기념관	20104	20104	3162	2	0	2	400000	1	0	0	0	1269	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10681 	미완의기념관	20104	20104	3163	2	0	2	400000	1	0	0	0	1269	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10682 	미완의기념관	20104	20104	3164	2	0	2	200000	1	0	0	0	1268	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10683 	미완의기념관	20104	20104	3165	2	0	2	200000	1	0	0	0	1268	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10684 	미완의기념관	20104	20104	3166	2	0	2	200000	1	0	0	0	1268	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10685 	미완의기념관	20104	20104	3181	2	0	2	500000	1	0	0	0	1271	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10686 	미완의기념관	20104	20104	3182	2	0	2	400000	1	0	0	0	1269	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10687 	미완의기념관	20104	20104	3183	2	0	2	400000	1	0	0	0	1269	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10688 	미완의기념관	20104	20104	3184	2	0	2	200000	1	0	0	0	1268	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10689 	미완의기념관	20104	20104	3185	2	0	2	200000	1	0	0	0	1268	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10690 	미완의기념관	20104	20104	3186	2	0	2	200000	1	0	0	0	1268	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10691 	필드레이드(어둠의기사)	20104	20104	5101	2	0	2	7200000	1	0	0	0	2151	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10692 	필드레이드(어둠의마법사)	20104	20104	5102	2	0	2	4800000	1	0	0	0	2152	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10693 	필드레이드(어둠의마법사)	20104	20104	5103	2	0	2	4800000	1	0	0	0	2152	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
