	//Version	0.0.0.5				0.8.1.9																0.8.1.9																																																																							0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4												0.9.0.4	0.9.0.4	0.9.0.4	0.9.0.2	0.8.1.9			815	815	815	815						0.9.0.4	0.9.0.4	0.9.0.4	
	599	#4사교의지하제단	0	400714	91	1	0	0	5	1	0	400760	0	65179	65185	55021	1	83	135	31	1	0	0	0	0	0	0	0	0	0	598	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40382	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20311	3423	3423	3423	3423	3423	5139	5140	0	5141	40311	0	0	0	
	600	#5사교의제물	0	400715	92	1	0	0	5	1	0	400760	0	65185	65185	55021	1	83	135	31	1	0	0	0	0	0	0	0	0	0	599	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	602	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20312	3424	3424	3424	3424	3424	5142	5143	0	5144	40312	0	0	0	
	601	#5-1사교의제물1	0	400716	92	1	0	0	5	1	0	400760	0	65187	65187	55021	1	83	135	31	1	1	0	0	0	0	600	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	314	20313	3425	3425	3425	3425	3425	5145	5146	0	5147	40313	0	0	0	
	602	#5-2사교의제물2	0	400717	92	1	0	0	5	1	0	400760	0	65188	65188	55021	1	83	135	31	1	1	0	0	0	0	600	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	315	20314	3426	3426	3426	3426	3426	5148	5149	0	5150	40314	0	0	0	
	603	#6조사관캔들_타임아웃10분	0	400718	93	1	0	0	5	1	0	400760	0	65185	65186	55021	1	83	135	31	1	0	0	0	0	0	0	0	0	0	600	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40385	0	0	1	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40385	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20315	3427	3427	3427	3427	3427	5151	5152	0	5153	40315	0	0	0	
	604	#7사교의집단	0	400719	93	1	0	0	5	1	0	400760	0	65186	65186	55021	1	83	135	31	1	0	0	0	0	0	0	0	0	0	603	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	409	0	0	0	0	0	0	0	0	0	0	0	55021	55021	0	0	0	80	80	0	0	0	0	0	0	0	0	0	20316	3428	3428	3428	3428	3428	5154	5155	0	5156	40316	0	0	0	
	605	#8암흑의전당	0	400720	93	1	0	0	5	1	0	400760	0	65186	65190	55021	1	83	135	31	1	0	0	0	0	0	0	0	0	0	604	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20317	3429	3429	3429	3429	3429	5157	5158	0	5159	40317	0	0	0	
	606	#9미션암흑의전당을찾아서_고정포탈	0	400721	94	1	0	0	5	1	0	400760	0	65190	65190	55021	1	83	135	31	1	0	0	0	0	0	0	0	0	0	605	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20318	3430	3430	3430	3430	3430	5160	5161	0	5162	40318	0	0	0	
	//607	#9-1미션암흑의전당을찾아서_생성포탈	0	400721	94	1	0	0	5	1	0	400760	0	65190	65190	55021	1	83	135	31	1	2	0	0	0	0	0	0	0	0	605	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	20319	3430	3430	3430	3430	3430	5163	5164	0	5165	40319	0	0	0	
	1285	#9미션암흑의전당을찾아서_고정포탈	0	400722	94	1	0	0	5	1	0	400760	0	65190	65190	55021	0	83	135	31	1	0	0	0	0	0	0	0	0	0	606	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20318	3431	3431	3431	3431	3431	5166	5167	0	5168	40318	0	0	0	
	//1286	#9-1미션암흑의전당을찾아서_생성포탈	0	400722	94	1	0	0	5	1	0	400760	0	65190	65190	55021	0	83	135	31	1	2	0	0	0	0	0	0	0	0	607	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	20319	3431	3431	3431	3431	3431	5169	5170	0	5171	40319	0	0	0	
	608	#10저주받은석실을행해서	0	400723	94	1	0	0	5	1	0	400760	0	65190	65189	55021	1	83	135	31	1	0	0	0	0	0	0	0	0	0	606	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20320	3432	3432	3432	3432	3432	5172	5173	0	5174	40320	0	0	0	
	609	#11전령쿠퍼	0	400724	94	1	0	0	5	1	0	400760	0	65189	65191	55041	1	83	135	31	1	0	0	0	0	0	0	0	0	0	608	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20321	3433	3433	3433	3433	3433	5175	5176	0	5177	40321	0	0	0	
	//																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	610	#1저주받은석실	0	400725	95	1	0	0	5	1	0	400760	0	65191	65191	55041	1	85	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55041	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	20322	3434	3434	3434	3434	3434	5178	5179	0	5180	40322	0	0	0	
	611	#2저주받은수호자들	0	400726	95	1	0	0	5	1	0	400760	0	65191	65191	55041	1	85	135	31	1	0	0	0	0	0	0	0	0	0	610	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	426	0	0	427	0	0	428	0	0	0	0	0	55041	55041	55041	55041	0	1	1	1	1	0	0	0	0	0	0	0	20323	3435	3435	3435	3435	3435	5181	5182	0	5183	40323	0	0	0	
	612	#3저주의상징_채집	0	400727	95	1	0	0	5	1	0	400760	0	65191	65191	55041	1	85	135	31	1	0	0	0	0	0	0	0	0	0	610	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40386	40387	40388	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20324	3436	3436	3436	3436	3436	5184	5185	0	5186	40324	0	0	0	
	613	#4의식의제물구출	0	400728	96	1	0	0	5	1	0	400760	0	65191	65192	55101	1	85	135	31	1	0	0	0	0	0	0	0	0	0	612	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614	615	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20325	3437	3437	3437	3437	3437	5187	5188	0	5189	40325	0	0	0	
	614	#4-1사로잡힌시민1	0	400729	96	1	0	0	5	1	0	400760	0	65193	65193	55101	1	85	135	31	1	1	0	0	0	0	613	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55041	0	0	0	0	1	0	0	0	0	0	0	0	0	0	414	20326	3438	3438	3438	3438	3438	5190	5191	0	5192	40326	0	0	0	
	615	#4-2사로잡힌시민2	0	400730	96	1	0	0	5	1	0	400760	0	65194	65194	55101	1	85	135	31	1	1	0	0	0	0	613	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55041	0	0	0	0	1	0	0	0	0	0	0	0	0	0	414	20327	3439	3439	3439	3439	3439	5193	5194	0	5195	40327	0	0	0	
	616	#5사교의실험노트_채집	0	400731	97	1	0	0	5	1	0	400760	0	65192	65192	55101	1	85	135	31	1	0	0	0	0	0	0	0	0	0	613	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40389	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20328	3440	3440	3440	3440	3440	5196	5197	0	5198	40328	0	0	0	
	617	#6순교자의무덤_채집	0	400732	97	1	0	0	5	1	0	400760	0	65192	65192	55101	1	85	135	31	1	0	0	0	0	0	0	0	0	0	616	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40390	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20329	3441	3441	3441	3441	3441	5199	5200	0	5201	40329	0	0	0	
	618	#7미션어둠의제단_보스가변형_고정포탈	0	400733	97	1	0	0	5	1	0	400760	0	65192	65192	55101	1	85	135	31	1	0	0	0	0	0	0	0	0	0	617	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40450	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20330	3442	3442	3442	3442	3442	5202	5203	0	5204	40330	0	0	0	
	//619	#7-1미션어둠의제단_보스가변형_생성포탈	0	400733	97	1	0	0	5	1	0	400760	0	65192	65192	55101	1	85	135	31	1	2	0	0	0	0	0	0	0	0	617	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40450	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	20331	3442	3442	3442	3442	3442	5205	5206	0	5207	40331	0	0	0	
	1287	#7미션어둠의제단_보스가변형_고정포탈	0	400734	97	1	0	0	5	1	0	400760	0	65192	65192	55101	0	85	135	31	1	0	0	0	0	0	0	0	0	0	618	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40450	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20330	3443	3443	3443	3443	3443	5208	5209	0	5210	40330	0	0	0	
	//1288	#7-1미션어둠의제단_보스가변형_생성포탈	0	400734	97	1	0	0	5	1	0	400760	0	65192	65192	55101	0	85	135	31	1	2	0	0	0	0	0	0	0	0	619	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40450	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	20331	3443	3443	3443	3443	3443	5211	5212	0	5213	40331	0	0	0	
	620	#8사라진혼령감옥으로	0	400735	97	1	0	0	5	1	0	400760	0	65192	65195	55081	1	85	135	31	1	0	0	0	0	0	0	0	0	0	618	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20332	3444	3444	3444	3444	3444	5214	5215	0	5216	40332	0	0	0	
	//																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	621	#1사악한광전사	0	400736	98	1	0	0	5	1	0	400760	0	65195	65195	55081	1	86	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55081	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20333	3445	3445	3445	3445	3445	5217	5218	0	5219	40333	0	0	0	
	622	#2해방군집결	0	400737	98	1	0	0	5	1	0	400760	0	65195	65196	55121	1	86	135	31	1	0	0	0	0	0	0	0	0	0	621	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20334	3446	3446	3446	3446	3446	5220	5221	0	5222	40334	0	0	0	
	623	#3치열한전투1	0	400738	98	1	0	0	5	1	0	400760	0	65196	65196	55121	1	86	135	31	1	0	0	0	0	0	0	0	0	0	622	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	625	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20335	3447	3447	3447	3447	3447	5223	5224	0	5225	40335	0	0	0	
	624	#3-1차원의소환수	0	400739	99	1	0	0	5	1	0	400760	0	65196	65196	55121	1	86	135	31	1	0	0	0	0	0	623	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55121	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20336	3448	3448	3448	3448	3448	5226	5227	0	5228	40336	0	0	0	
	625	#3-2굶주린학살자	0	400740	99	1	0	0	5	1	0	400760	0	65196	65196	55121	1	86	135	31	1	0	0	0	0	0	623	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55121	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20337	3449	3449	3449	3449	3449	5229	5230	0	5231	40337	0	0	0	
	626	#4치열한전투2	0	400741	99	1	0	0	5	1	0	400760	0	65196	65196	55121	1	86	135	31	1	0	0	0	0	0	0	0	0	0	623	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	628	629	630	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20338	3450	3450	3450	3450	3450	5232	5233	0	5234	40338	0	0	0	
	627	#4-1차원의소환수	0	400742	100	1	0	0	5	1	0	400760	0	65196	65196	55121	1	86	135	31	1	0	0	0	0	0	626	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40391	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20339	3451	3451	3451	3451	3451	5235	5236	0	5237	40339	0	0	0	
	628	#4-2굶주린학살자	0	400743	100	1	0	0	5	1	0	400760	0	65196	65196	55121	1	86	135	31	1	0	0	0	0	0	626	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55121	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20340	3452	3452	3452	3452	3452	5238	5239	0	5240	40340	0	0	0	
	629	#4-3창염의전사	0	400744	100	1	0	0	5	1	0	400760	0	65196	65196	55121	1	86	135	31	1	0	0	0	0	0	626	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55121	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20341	3453	3453	3453	3453	3453	5241	5242	0	5243	40341	0	0	0	
	630	#4-4타락한자	0	400745	101	1	0	0	5	1	0	400760	0	65196	65196	55121	1	86	135	31	1	0	0	0	0	0	626	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55121	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	20342	3454	3454	3454	3454	3454	5244	5245	0	5246	40342	0	0	0	
	631	#5대제례의식저지	0	400746	101	1	0	0	5	1	0	400760	0	65197	65197	55121	1	86	135	31	1	0	0	0	0	0	0	0	0	0	626	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	633	634	635	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20343	3455	3455	3455	3455	3455	5247	5248	0	5249	40343	0	0	0	
	632	#5-1동쪽대제례의식의제물	0	400748	101	1	0	0	5	1	0	400760	0	65198	65198	55081	1	86	135	31	1	1	0	0	0	0	631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55081	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65212	20344	3456	3456	3456	3456	3456	5250	5251	0	5252	40344	0	0	0	
	633	#5-2서쪽대제례의식의제물	0	400747	102	1	0	0	5	1	0	400760	0	65199	65199	55081	1	86	135	31	1	1	0	0	0	0	631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55081	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65213	20345	3457	3457	3457	3457	3457	5253	5254	0	5255	40345	0	0	0	
	634	#5-3남서쪽대제례의식의제물	0	400749	102	1	0	0	5	1	0	400760	0	65200	65200	55081	1	86	135	31	1	1	0	0	0	0	631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55081	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65214	20346	3458	3458	3458	3458	3458	5256	5257	0	5258	40346	0	0	0	
	635	#5-4남동쪽대제례의식의제물	0	400750	102	1	0	0	5	1	0	400760	0	65201	65201	55081	1	86	135	31	1	1	0	0	0	0	631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55081	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65215	20347	3459	3459	3459	3459	3459	5259	5260	0	5261	40347	0	0	0	
	636	#6메인미션아이올트공동묘지_고정포탈	0	400751	103	1	0	0	5	1	0	400760	0	65197	65197	55081	1	86	135	31	1	0	0	0	0	0	0	0	0	0	631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20348	3460	3460	3460	3460	3460	5262	5263	0	5264	40348	0	0	0	
	//637	#6-1메인미션아이올트공동묘지_생성포탈	0	400751	103	1	0	0	5	1	0	400760	0	65197	65197	55081	1	86	135	31	1	0	0	0	0	0	0	0	0	0	631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20349	3460	3460	3460	3460	3460	5265	5266	0	5267	40349	0	0	0	
	1289	#6메인미션아이올트공동묘지_고정포탈	0	400752	103	1	0	0	5	1	0	400760	0	65197	65197	55081	0	86	135	31	1	0	0	0	0	0	0	0	0	0	636	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20348	3461	3461	3461	3461	3461	5268	5269	0	5270	40348	0	0	0	
	//1290	#6-1메인미션아이올트공동묘지_생성포탈	0	400752	103	1	0	0	5	1	0	400760	0	65197	65197	55081	0	86	135	31	1	0	0	0	0	0	0	0	0	0	637	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20349	3461	3461	3461	3461	3461	5271	5272	0	5273	40349	0	0	0	
